ชื่อสินค้า,ราคา
N-ZEN Gel 60 g (TCP),ราคา 45.00 บาท
FUROX Suspension 60 ml (TNP),ราคา 42.50 บาท
SIADOCIN 100 mg 10X10's (SIAM),ราคา 320.00 บาท
GRACE เกรซ โรลออนสารส้ม,ราคา 31.00 บาท
GRACE เกรซ โรลออนสารส้ม ขมิ้นชัน,ราคา 31.00 บาท
GRACE เกรซ โรลออนสารส้ม ว่านหางจระเข้,ราคา 31.00 บาท
GRACE เกรซ โรลออนสารส้ม เปลือกมังคุด,ราคา 31.00 บาท
STANDARD BACK SUPPORT No.XL อุปกรณ์พยุงหลัง (STD),ราคา 375.00 บาท
ANAN แผ่นรองซึมซับ No.L 10 ชิ้น/ห่อ,ราคา 82.00 บาท
BINOZYT 250 mg 6's (SANDOZ),ราคา 114.00 บาท
MEGA GINSOMIN (20X8's),"ราคา 1,066.00 บาท"
FOLIC ACID 5 mg 1000's (GPO),ราคา 322.00 บาท
VIARTRIL-S 500 mg 90's (MEDA),ราคา 998.00 บาท
MANO Syrup 100 ml,ราคา 33.00 บาท
ELIDEL Cream 15 g (MEDA),ราคา 765.00 บาท
กวาวเครือขาว อ้วยอันโอสถ 100's,ราคา 130.00 บาท
STERILE GAUZE PADS 4x4 inch 100 ชิ้น/กล่อง (Pharmahof),ราคา 270.00 บาท
BETOSONE-EN Cream 15 g (TO),ราคา 42.50 บาท
BETOSONE-EN Cream 5 g (TO),ราคา 22.00 บาท
MEGA NAT-B 40's,ราคา 228.00 บาท
CETAPHIL 125 ml,ราคา 167.00 บาท
METFORMIN RX 500 mg 50X10's (RX),ราคา 8.00 บาท
HOTTA ขิงต้นตำรับ 126 g 14 ซอง/ห่อ,ราคา 94.00 บาท
AMK Suspension 156.25mg/5ml 60 ml (RX),ราคา 70.00 บาท
AMK Suspension 312.5mg/5ml 60 ml (RX),ราคา 137.00 บาท
AMK Suspension 457mg/5ml 70 ml (RX),ราคา 149.00 บาท
PODOPHYLLIN 15 ml (วิทยาศรม),ราคา 270.00 บาท
ผ้าก๊อซ GAUZE PAD 2x2 inch 10 ห่อ/กล่อง (Canton),ราคา 34.00 บาท
BETOSONE Cream 450 g (TO),ราคา 280.00 บาท
ZALBEN 400 mg 1's (PATAR),ราคา 85.00 บาท
ACCU-CHEK SOFTCLIX LANCETS 25 ชิ้น/กล่อง (Roche),ราคา 81.00 บาท
PATAR COD LIVER OIL 60's (PATAR),ราคา 46.00 บาท
COOL BABY PATCH 6 แผ่น/กล่อง (Nanomed),ราคา 65.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
ยากษัยเส้นแคปซูล ตราเด็กในพานทอง,ราคา 16.75 บาท
INF-OPH 1% EYE Drops 5 ml,ราคา 42.50 บาท
EFEXOR XR 75 mg 2X14's (VIATRIS),"ราคา 1,610.00 บาท"
SPIRIVA 18 mcg 30's (ไม่มีเครื่อง),"ราคา 1,362.00 บาท"
ลูกเหม็น ถุง 1 กิโลกรัม,ราคา 112.00 บาท
สำลีแผ่น ตรารถพยาบาล 12 g,ราคา 7.00 บาท
ยาดมสมุนไพร ตราเฌอเอม 12X1g/โหล,ราคา 195.00 บาท
MAR PLUS 5% NASAL Spray 20 ml (STADA),ราคา 188.00 บาท
MYDOCALM 150 mg (1X10's),ราคา 45.50 บาท
FLEXITAL 400 mg (5X10's),ราคา 248.00 บาท
OXECURE BODY ACNE Spray 50 ml,ราคา 160.00 บาท
NIDOL Gel 2% 30 g (PACIFIC),ราคา 110.00 บาท
RISPERDAL Solution 30 ml (Janssen),ราคา 985.00 บาท
VITAMIN C 500 mg 100's (T.MAN),ราคา 118.00 บาท
I-COF 25X10's (TCP),ราคา 18.60 บาท
GLUCERNA SR 400 g กลิ่นวานิลลา (Abbott),ราคา 618.00 บาท
FUNGIDERM-K Cream 10 g (GREATER),ราคา 31.00 บาท
V-CAP 10X10's (PATAR),ราคา 120.00 บาท
โกร่งบดยา 9 ซม.,ราคา 42.00 บาท
คีมคีบสำลี ไม่มีเขี้ยว 13 cm (Canton),ราคา 76.00 บาท
GLIZIDE 5 mg 5X15's (Pharmahof),ราคา 98.00 บาท
ROXTHRIN 150 mg 10X10's (TO),ราคา 160.00 บาท
BEPANTHEN Ointment 30 g (BAYER),ราคา 136.00 บาท
EVRA TRANDERMAL PATCH อีฟรา 3 แผ่น (Abbott),ราคา 440.00 บาท
STANDARD BACK SUPPORT No.XXL อุปกรณ์พยุงหลัง (STD),ราคา 385.00 บาท
TIGERPLAST LEOPOVIDONE 30 ml,ราคา 36.50 บาท
SARA 500 mg เม็ดรี 20X10's (TNP),ราคา 200.00 บาท
SARA 500 mg เม็ดกลม 20X10's (TNP),ราคา 200.00 บาท
GYNOSTEN Vaginal Tablet 500 mg 1's (BERICH),ราคา 26.00 บาท
ถ้วยทองโอสถ ยาหม่องถ้วยทอง 50 g,ราคา 74.00 บาท
XATRAL XL 10 mg 30's (SANOFI),ราคา 880.00 บาท
BACTEX Ointment 5 g,ราคา 52.00 บาท
เยนเชียนไวโอเลต 15 ml (วิทยาศรม),ราคา 7.75 บาท
DERMACOMBIN Cream 5 g,ราคา 75.00 บาท
TWYNSTA (80/5mg) 30's,ราคา 870.00 บาท
MUCOSTA 100 mg 10X10's (OTSUKA),ราคา 82.00 บาท
ANNYLYN 1X21's (TNP),ราคา 88.50 บาท
ANNYLYN 1X28's (TNP),ราคา 88.50 บาท
CAPSIKA Gel 60 g (BKD),ราคา 90.00 บาท
EXFORGE HCT (5mg/160mg/12.5mg) 4X7's Novartis,ราคา 835.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
COSOPT Ophthalmic Solution 5 ml,ราคา 465.00 บาท
DELTACARBON 10X10's/แพ็ก (SPS),ราคา 235.00 บาท
PIRIDENE 20 mg 20's,ราคา 19.00 บาท
URSOLIN 250 mg 10X10's (BERLIN),ราคา 95.00 บาท
ถ้วยกินยา พลาสติก 30 ml,ราคา 6.50 บาท
AMMONIA แอมโมเนียหอมสหการ 450 ml,ราคา 90.00 บาท
GLAKAY 15 mg 3X10's (Eisai),ราคา 350.00 บาท
ยาตำราหลวง 7 รายการ (GPO),ราคา 70.00 บาท
LADINA ยาสตรีเลดิน่า 20's,ราคา 80.00 บาท
ARC-SODA อ๊าค-โซดา 227 g,ราคา 24.00 บาท
LEXEMIN 300 mg (10X10's),ราคา 112.00 บาท
STREPSIL COOL (24X8's),ราคา 34.00 บาท
STREPSILS ORIGINAL HHR 8's,ราคา 34.00 บาท
ANDROCUR 50 mg 5X10's (BAYER),ราคา 590.00 บาท
CISTEINE 12's (TNP),ราคา 29.50 บาท
PRADAXA 150 mg 30's,"ราคา 1,749.00 บาท"
TRIPNATOL 25 mg 500's (NL),ราคา 140.00 บาท
VISLUBE EYE Drops 20X0.45ml/กล่อง (TRB),ราคา 352.00 บาท
MYMOL 500 mg 1000's,ราคา 215.00 บาท
MIGANA 1X10's (T.MAN),ราคา 22.00 บาท
ZANIDIP 10 mg 2X14's (Abbott),ราคา 562.00 บาท
I-COF KIDS รสเชอร์รี่ 60 ml (TCP),ราคา 32.50 บาท
I-COF Syrup รสเชอร์รี่ 60 ml (TCP),ราคา 35.00 บาท
PIROXICAM FORTE 20 mg (10X10's),ราคา 99.00 บาท
SERC 16 mg 3X20's (Abbott),ราคา 409.00 บาท
DISOL 8 mg 10X10's (SIAM),ราคา 135.00 บาท
STREPSIL ORANGE+VITAMIN C 8's,ราคา 34.00 บาท
DUINUM 50 mg 1X10's,ราคา 365.00 บาท
AIR-X รสมะนาว 50X10's (RX),ราคา 12.40 บาท
CHLORPHE 4 mg 1000's (AU),ราคา 160.00 บาท
EUCALYPTUS OIL ตราจิงโจ้ 8.5 ml,ราคา 33.50 บาท
EUCALYPTUS OIL ตราจิงโจ้ 56 ml,ราคา 126.00 บาท
GLUCOLYTE 500 mg 500's (TO),ราคา 150.00 บาท
NINAZOL Cream 5 g (TO),ราคา 22.00 บาท
แป้งโยคี 60 g (ศิริบัญชา),ราคา 10.50 บาท
COLPERMIN (10X10's),ราคา 78.00 บาท
DUPHALAC 100 ml (Abbott),ราคา 121.00 บาท
HYOSMAN 10 mg 50X10's (T.MAN),ราคา 17.50 บาท
TETRACYCLINE 250 mg 1000's (AU),ราคา 495.00 บาท
CANDINOX Vaginal Tablets 100 mg 6's (CBLAB),ราคา 21.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
EUCALYPTUS OIL ตราจิงโจ้ 28 ml,ราคา 71.00 บาท
SEROQUEL 25 mg 30's,ราคา 935.00 บาท
AZYCIN 250 mg 1X6's (GPO),ราคา 69.50 บาท
ZINC เนเจอร์บาลานซ์ 90's,ราคา 158.00 บาท
VITAMIN E MOISTURIZING Cream 25 g (VITARA),ราคา 60.00 บาท
MEIACT FINE GRANULES 50 mg 0.5gX120ซอง/กล่อง (Meiji),ราคา 17.50 บาท
PRENOLOL 25 mg 50X10's (BERLIN),ราคา 5.75 บาท
GYNECON-T Vaginal Tablets (20X5's),ราคา 15.00 บาท
RHINOTAPP 1000's (NL),ราคา 315.00 บาท
MEGA NAT-C 150's,ราคา 540.00 บาท
DUREX เฟเธอร์ไลท์ 3 ชิ้น/กล่อง,ราคา 68.00 บาท
LASIX 500 mg 10X10's (SANOFI),"ราคา 2,520.00 บาท"
VITALUX PLUS 30's (Alcon),ราคา 308.00 บาท
VIT C 50 mg กลิ่นส้ม 1000's (FRX),ราคา 122.00 บาท
DUREX อัลติมา เฟเธอร์ไลท์ 3 ชิ้น/กล่อง,ราคา 73.00 บาท
PROTOPIC 0.03% Ointment 10 g,"ราคา 1,200.00 บาท"
HYLES 25 mg 10X10's (BERLIN),ราคา 140.00 บาท
NSS น้ำเกลือขวดเกลียวใส 1000 ml (ANB),ราคา 35.00 บาท
CRAVIT Ophthalmic Solution 5 ml,ราคา 130.00 บาท
ยาดองเหล้าตราเสือ 11 ตัว สูตร 2 ขนาด 300 ml,ราคา 50.50 บาท
อภัยภูเบศร ยาแก้ไอผสมมะขามป้อม 120 ml,ราคา 28.25 บาท
DIFELENE Gel 100 g (TNP),ราคา 88.00 บาท
EQUAL CLASSIC ชนิดผง 100 ซอง/กล่อง,ราคา 144.00 บาท
T.V.LONE Lotion 60 ml (T.MAN),ราคา 26.00 บาท
ถาดนับยา,ราคา 215.00 บาท
ยาสตรีเพ็ญภาค ชนิดแคปซูล 30's,ราคา 65.00 บาท
STREPSILS HONEY&LEMON 8's,ราคา 34.00 บาท
ISOREM 5 mg 10X10's (PML),ราคา 88.94 บาท
BUFLEX 600 mg 500's (BURAPHA),ราคา 515.00 บาท
AMOXY M.H. 500 mg 50X10's GREEN-BLUE (M&H),ราคา 15.50 บาท
TWINA Cream 15 g (T.MAN),ราคา 35.50 บาท
ZERTINE 10 mg 10X10's (Farmaline),ราคา 72.00 บาท
CD-OPH EYE Drops 5 ml,ราคา 53.00 บาท
ยาน้ำมันเหลือง สมถวิล,ราคา 90.00 บาท
FUCICORT Cream 5 g,ราคา 99.00 บาท
SYRINGE BALL (No.7) 200 ml,ราคา 73.00 บาท
DACIN-F 300 mg 10X10's (Farmaline),ราคา 37.50 บาท
SEVEN SEAS MULTIVITAMIN SYRUP WITH LYSINE 100 ml,ราคา 146.00 บาท
MUCIL 200 mg 30X3g/กล่อง (TO),ราคา 64.00 บาท
HEPACAP (10X10's),ราคา 505.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
TRAJENTA DUO (2.5mg/500mg) 60's,"ราคา 1,530.00 บาท"
LEFLOXIN 500 mg 1X10's (SIAM),ราคา 168.00 บาท
KLACID 500 mg 1X10's (Abbott),ราคา 528.00 บาท
ริดสีดวงทวารหนัก ตราปลามังกร 500's,ราคา 125.00 บาท
RETEN FIVE 30 ml (TO),ราคา 142.00 บาท
ขมิ้นชัน 60's (ศิริบัญชา),ราคา 31.00 บาท
ROXYCAN 20 mg 1000's (T.MAN),ราคา 320.00 บาท
HEPALAC 100 ml (BERLIN),ราคา 79.00 บาท
ยาหม่องไพล ตราหมอเอี้ยง 50 g,ราคา 60.00 บาท
TIGER BALM NECK&SHOULDER RUB 50 g,ราคา 134.00 บาท
OLMETEC 40 mg 30's,ราคา 870.00 บาท
DOMPER-M 10 mg 50X10's (BKD),ราคา 4.40 บาท
MEDERMA SCAR Gel 10 g,ราคา 315.00 บาท
VITAMIN B COMPLEX 1000's เม็ดสีน้ำตาล (ROTA),ราคา 245.00 บาท
NEBILET 5 mg 2X14's (Menarini),ราคา 692.00 บาท
OXYMET NASAL Spray 0.05% 15 ml (GREATER),ราคา 31.00 บาท
ALCOHOL 12X30ml (ศิริบัญชา),ราคา 72.00 บาท
FOLIC ACID 5 mg 100's (ROTA),ราคา 65.00 บาท
NUOSIC 50X10's (Millimed),ราคา 8.50 บาท
CEZA Syrup 60 ml,ราคา 37.00 บาท
ALCOHOL 3800 ml (ศิริบัญชา),ราคา 320.00 บาท
MULTIVITAMIN 1000's (ROTA),ราคา 285.00 บาท
TOPAMAX 25 mg 6X10's (Janssen),ราคา 147.75 บาท
SCAGEL CYBELE 19 g,ราคา 258.00 บาท
ISOCAL 850 g (Nestle),ราคา 598.50 บาท
CRAVIT 500 mg (1X5's),ราคา 374.00 บาท
FELOTEN 10 mg 3X10's (BIOLAB),ราคา 322.00 บาท
SALMOL EXPECTORANT 60 ml (BIOPHARM),ราคา 17.50 บาท
TAMPO Suspension 60 ml (TNP),ราคา 19.50 บาท
DECOLGEN PRIN (25X4's),ราคา 193.00 บาท
ARAVA 20 mg 30's (SANOFI),"ราคา 2,595.00 บาท"
ยากิ้ดเซียง ชนิดชง ตราเทียนกิ้ดเซียง,ราคา 155.00 บาท
เคียงซิมอี้ 30's,ราคา 245.00 บาท
ยาหอมปราสาททอง อินทรโอสถ 20's,ราคา 88.00 บาท
ยาหอมปราสาททอง อินทรโอสถ 80's,ราคา 322.00 บาท
ZOCOVIN Cream 5 g (TO),ราคา 32.00 บาท
TRANSAMIN 500 mg 10X10's (OHI),ราคา 63.00 บาท
SYRINGE BALL (No.9) 300 ml,ราคา 83.00 บาท
THERMO PAD 30x45cm กระเป๋าน้ำร้อนไฟฟ้า,"ราคา 1,530.00 บาท"
ถุงปัสสาวะ เทล่าง URINE BAG 2000 ml บรรจุ 1 ชิ้น,ราคา 24.00 บาท
บริษัท วรมิตร ดรัก เซ็นเตอร์ จำกัด,
ติดต่อเราได้ที่,
หม้อนอน สแตนเลส,ราคา 830.00 บาท
ATHRIL Powder 30 ซอง/กล่อง (TO),ราคา 225.00 บาท
แป้งโยคี ในรัศมีวงกลม 60 g,ราคา 11.50 บาท
TOPAMAX 50 mg 6X10's (Janssen),ราคา 240.00 บาท
TOPAMAX 100 mg 6X10's (Janssen),ราคา 385.00 บาท
MICARDIS PLUS (40/12.5mg) 30's,ราคา 659.00 บาท
ORMIST 10 mg 1X10's (TNP),ราคา 19.00 บาท
ALLORIC 100 mg 500's (TO),ราคา 220.00 บาท
LONNA Gel (กลิ่นเปปเปอร์มิ้นท์) กล่อง 25X1g,ราคา 180.00 บาท
ULCEFATE Suspension 240 ml (SIAM),ราคา 492.00 บาท
BIO VITAMIN C 1000 mg 30's (Pharmahof),ราคา 166.00 บาท
ยาหม่องเสลดพังพอน ตราหมอเอี้ยง 50 g,ราคา 60.00 บาท
POLKA Cream 60 g,ราคา 73.00 บาท
PHARMAVATE Cream 15 g,ราคา 39.00 บาท
TRINOLONE KIDS ORAL Paste 25X1g/กล่อง,ราคา 155.00 บาท
ZOCOVIN 200 mg 5X5's (TO),ราคา 66.00 บาท
FUCIDIN Cream 15 g,ราคา 174.00 บาท
CLINIVATE-N Cream 15 g (BKD),ราคา 30.00 บาท
B.M. COUGH Syrup 60 ml (BMP),ราคา 33.00 บาท
LIPITOR 80 mg (3X10's),"ราคา 1,980.00 บาท"
ACNE AID GENTLE CLEANSER 100 ml,ราคา 144.00 บาท
LOPID 600 mg (6X10's),ราคา 910.00 บาท
SEROQUEL 100 mg 30's,"ราคา 1,795.00 บาท"
FluOph EYE Drops 5 ml,ราคา 54.00 บาท
SUCTION CATHETERS สายดูดเสมหะ No.12 50 เส้น/ห่อ,ราคา 175.00 บาท
SUCTION CATHETERS สายดูดเสมหะ No.14 50 เส้น/ห่อ,ราคา 175.00 บาท
TANZARIL 50 mg 3X10's (TEVA),ราคา 69.00 บาท
SYMBICORT TURBUHALER (160/4.5 mcg) 120 Doses Astrazeneca,"ราคา 1,155.00 บาท"
NOVOFINE 31G (0.25x6mm) 100 ชิ้น/กล่อง,ราคา 553.00 บาท
